nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
14 21 11 21 10 184756 5413.2 ± 622.9 8243.7 ± 1053.0 208.4 ± 31.1 13.865 ± 1.22383
14 23 11 23 10 646646 17556.9 ± 1576.5 20901.7 ± 1512.7 204.7 ± 1.6 38.663 ± 2.18486
14 25 11 25 10 1961256 51752.6 ± 2798.8 55799.0 ± 1345.9 212.1 ± 1.5 107.763 ± 3.10559
