nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
28 21 11 21 10 184756 4396.8 ± 569.4 8207.9 ± 923.2 264.5 ± 39.0 12.869 ± 1.08537
28 23 11 23 10 646646 9761.2 ± 993.1 13247.7 ± 970.5 212.9 ± 30.6 23.221 ± 1.38890
28 25 11 25 10 1961256 28192.2 ± 1983.4 32277.8 ± 1253.4 280.8 ± 217.9 60.750 ± 2.35634
