nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
6 21 11 21 10 184756 11926.5 ± 1099.1 14748.7 ± 1768.1 195.5 ± 3.7 26.870 ± 2.08187
6 23 11 23 10 646646 40518.9 ± 2488.3 44501.8 ± 2891.7 203.6 ± 1.9 85.224 ± 3.81491
6 25 11 25 10 1961256 121455.3 ± 6400.0 125368.0 ± 4497.8 280.5 ± 215.9 247.103 ± 7.82539
