nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
19 21 11 21 10 184756 4856.6 ± 516.7 8178.8 ± 1053.5 215.4 ± 37.4 13.250 ± 1.17398
19 23 11 23 10 646646 13449.9 ± 1313.2 16712.2 ± 796.4 203.8 ± 1.9 30.365 ± 1.53582
19 25 11 25 10 1961256 39010.8 ± 2750.3 43043.8 ± 1851.6 211.8 ± 1.1 82.266 ± 3.31550
