nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
36 21 11 21 10 184756 3929.6 ± 644.5 8198.1 ± 1077.6 276.4 ± 23.1 12.404 ± 1.25584
36 23 11 23 10 646646 8547.6 ± 667.1 12944.5 ± 1488.5 250.1 ± 118.0 21.742 ± 1.63541
36 25 11 25 10 1961256 23644.7 ± 1467.0 28371.9 ± 2735.2 280.6 ± 218.0 52.297 ± 3.11141
