nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
1 21 11 21 10 184756 67004.0 ± 139.5 69471.9 ± 162.9 195.3 ± 1.2 136.671 ± .21447
1 23 11 23 10 646646 234450.7 ± 277.4 237748.9 ± 282.3 204.6 ± 0.7 472.404 ± .39578
1 25 11 25 10 1961256 716353.9 ± 398.6 715065.0 ± 388.0 213.0 ± 1.6 1431.631 ± .55626
