nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
18 21 11 21 10 184756 5714.6 ± 380.2 9422.2 ± 703.6 253.0 ± 45.1 15.389 ± .80102
18 23 11 23 10 646646 14154.6 ± 1569.4 17328.9 ± 984.5 204.7 ± 1.3 31.688 ± 1.85263
18 25 11 25 10 1961256 40842.4 ± 2534.4 45039.1 ± 2088.6 213.2 ± 0.8 86.094 ± 3.28411
