nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
2 21 11 21 10 184756 33763.9 ± 368.7 36308.0 ± 325.1 195.9 ± 2.2 70.267 ± .49156
2 23 11 23 10 646646 117801.7 ± 639.4 120988.9 ± 355.8 203.4 ± 0.7 238.994 ± .73172
2 25 11 25 10 1961256 357120.4 ± 5046.9 360718.0 ± 343.4 212.1 ± 1.7 718.050 ± 5.05856
