nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
9 21 11 21 10 184756 8171.2 ± 850.1 11071.5 ± 1170.2 194.2 ± 1.8 19.436 ± 1.44638
9 23 11 23 10 646646 26793.2 ± 1808.0 30131.5 ± 1575.2 272.6 ± 212.7 57.197 ± 2.40735
9 25 11 25 10 1961256 80227.8 ± 3982.5 84120.2 ± 1519.9 280.4 ± 217.4 164.628 ± 4.26821
