nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
20 21 11 21 10 184756 5351.5 ± 459.2 9342.3 ± 932.3 270.7 ± 83.0 14.964 ± 1.04256
20 23 11 23 10 646646 13052.7 ± 1306.3 16434.7 ± 1276.6 206.0 ± 6.8 29.693 ± 1.82651
20 25 11 25 10 1961256 37812.9 ± 2454.5 41833.3 ± 1045.4 281.1 ± 217.5 79.927 ± 2.67670
