nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
12 21 11 21 10 184756 6266.9 ± 789.3 8926.6 ± 1031.4 203.1 ± 28.9 15.396 ± 1.29908
12 23 11 23 10 646646 20560.3 ± 1957.1 24321.4 ± 3002.5 270.5 ± 208.9 45.152 ± 3.59010
12 25 11 25 10 1961256 60742.8 ± 3228.2 64609.3 ± 1727.4 211.5 ± 0.8 125.563 ± 3.66130
