nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
16 21 11 21 10 184756 5014.2 ± 757.9 7871.1 ± 1260.8 253.8 ± 102.0 13.139 ± 1.47459
16 23 11 23 10 646646 15590.3 ± 1525.7 19090.6 ± 1885.0 204.4 ± 3.0 34.885 ± 2.42507
16 25 11 25 10 1961256 45558.3 ± 2579.9 49532.3 ± 1070.9 212.9 ± 4.3 95.303 ± 2.79333
