nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
40 21 11 21 10 184756 3741.7 ± 661.6 8027.7 ± 877.2 276.7 ± 29.1 12.046 ± 1.09910
40 23 11 23 10 646646 8438.3 ± 463.5 12982.1 ± 1294.3 234.8 ± 45.7 21.655 ± 1.37554
40 25 11 25 10 1961256 21621.2 ± 1535.1 26186.4 ± 2682.9 269.7 ± 184.6 48.077 ± 3.09654
