nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
24 21 11 21 10 184756 4783.3 ± 511.3 8708.5 ± 799.9 260.1 ± 42.2 13.751 ± .95028
24 23 11 23 10 646646 11156.4 ± 1185.5 14879.3 ± 1267.9 256.3 ± 137.0 26.292 ± 1.74119
24 25 11 25 10 1961256 31869.2 ± 2039.7 36209.3 ± 2368.8 211.3 ± 0.7 68.289 ± 3.12595
