nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
32 21 11 21 10 184756 4208.0 ± 629.1 8311.8 ± 974.6 279.9 ± 16.2 12.799 ± 1.16011
32 23 11 23 10 646646 9069.4 ± 852.3 12940.8 ± 1410.8 246.9 ± 132.6 22.257 ± 1.65358
32 25 11 25 10 1961256 25657.9 ± 1753.6 29912.7 ± 1816.7 211.4 ± 0.5 55.782 ± 2.52497
