nthreads n t Csize reps delta sign1_us pm s1sd sign2_us pm s2sd combine_us pm combsd tot_ms pm totsd
10 21 11 21 10 184756 7406.7 ± 803.5 10087.2 ± 880.7 193.2 ± 0.4 17.687 ± 1.19215
10 23 11 23 10 646646 24385.7 ± 1984.6 27533.5 ± 1754.5 203.3 ± 0.7 52.122 ± 2.64894
10 25 11 25 10 1961256 72437.3 ± 3590.5 76228.6 ± 1322.8 212.4 ± 4.5 148.878 ± 3.82642
